iata_code;city;name;latitude_deg;longitude_deg;elevation_ft
GFK;Grand Forks, ND;Grand Forks International Airport;47.949299;-97.176102;845
GFL;Glens Falls, NY;Floyd Bennett Memorial Airport;43.3412017822;-73.6102981567;328
GGG;Longview, TX;East Texas Regional Airport;32.3839988708;-94.7115020752;365
GGW;Glasgow, MT;Wokal Field/Glasgow-Valley County Airport;48.212502;-106.614998;2296
GJT;Grand Junction, CO;Grand Junction Regional Airport;39.126663;-108.529387;4858
GKN;Gulkana, AK;Gulkana Airport;62.1548996;-145.4570007;1586
GLD;Goodland, KS;Renner Field-Goodland Municipal Airport;39.37060165;-101.6989975;3656
GLH;Greenville, MS;Mid Delta Regional Airport;33.4828987122;-90.9856033325;131
GLS;Galveston, TX;Scholes International At Galveston Airport;29.2653007507;-94.8603973389;6
GMU;Greenville, SC;Greenville Downtown Airport;34.8479003906;-82.3499984741;1048
GNV;Gainesville, FL;Gainesville Regional Airport;29.6900997162;-82.2717971802;152
GON;Groton (New London), CT;Groton New London Airport;41.3301010132;-72.0450973511;9
GRF;Fort Lewis/Tacoma, WA;Gray Army Air Field;47.07920074;-122.5810013;300
GRI;Grand Island, NE;Central Nebraska Regional Airport;40.9674987793;-98.3096008301;1847
GRK;Killeen, TX;Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field;31.0672;-97.828903;1015
GRR;Grand Rapids, MI;Gerald R. Ford International Airport;42.88079834;-85.52279663;794
GST;Gustavus, AK;Gustavus Airport;58.4253006;-135.7070007;35
GTF;Great Falls, MT;Great Falls International Airport;47.48199844;-111.3710022;3680
GTR;Columbus/W Point/Starkville, MS;Golden Triangle Regional Airport;33.4502983093;-88.5914001465;264
GUP;Gallup, NM;Gallup Municipal Airport;35.511100769;-108.789001465;6472
GUY;Guymon, OK;Guymon Municipal Airport;36.6851005554;-101.508003235;3123
GWO;Greenwood, MS;Greenwood–Leflore Airport;33.4943008423;-90.0847015381;162
GYY;Gary, IN;Gary Chicago International Airport;41.6162986755;-87.4128036499;591
HBG;Hattiesburg, MS;Hattiesburg Bobby L Chain Municipal Airport;31.26479912;-89.25279999;151
HBR;Hobart, OK;Hobart Regional Airport;34.991317;-99.051313;1563
HCR;Holy Cross, AK;Holy Cross Airport;62.1883010864;-159.7749938965;70
HDH;Mokuleia, HI;Dillingham Airfield;21.5795001984;-158.197006226;14
HFD;Hartford, CT;Hartford Brainard Airport;41.7366981506;-72.6493988037;18
HGR;Hagerstown, MD;Hagerstown Regional Richard A Henson Field;39.707901;-77.72949982;703
HHI;Wahiawa, HI;Wheeler Army Airfield;21.481637;-158.037048;837
HHR;Hawthorne, CA;Jack Northrop Field Hawthorne Municipal Airport;33.922798;-118.334999;66
HIF;Ogden, UT;Hill Air Force Base;41.12403;-111.973086;4789
HII;Lake Havasu City, AZ;Lake Havasu City International Airport;34.571098;-114.358002;783
HIO;Portland, OR;Portland Hillsboro Airport;45.540401;-122.949997;208
HKY;Hickory, NC;Hickory Regional Airport;35.74110031;-81.38950348;1190
HLG;Wheeling, WV;Wheeling Ohio County Airport;40.1749992371;-80.6463012695;1195
HLN;Helena, MT;Helena Regional Airport;46.6068000793;-111.983001709;3877
HLR;Fort Hood, TX;Hood Army Air Field;31.1387;-97.7145;924
HNM;Hana, HI;Hana Airport;20.7956008911;-156.0140075684;78
HNS;Haines, AK;Haines Airport;59.2438011169;-135.5240020752;15
HOB;Hobbs, NM;Lea County Regional Airport;32.6875;-103.2170029;3661
HOM;Homer, AK;Homer Airport;59.6455993652;-151.4770050049;84
HON;Huron, SD;Huron Regional Airport;44.3852005005;-98.2285003662;1289
HOP;Fort Campbell/Hopkinsville, KY;Campbell AAF (Fort Campbell) Air Field;36.668598175;-87.4962005615;573
HOT;Hot Springs, AR;Memorial Field;34.4780006409;-93.0961990356;540
HPB;Hooper Bay, AK;Hooper Bay Airport;61.52389908;-166.1470032;13
HPN;White Plains, NY;Westchester County Airport;41.0670013428;-73.7076034546;439
HQM;Hoquiam, WA;Bowerman Airport;46.9711990356;-123.93699646;18
HRL;Harlingen, TX;Valley International Airport;26.2285003662;-97.6544036865;36
HRO;Harrison, AR;Boone County Airport;36.2615013123;-93.1547012329;1365
HSL;Huslia, AK;Huslia Airport;65.69789886;-156.3509979;220
HST;Homestead, FL;Homestead ARB Airport;25.48859978;-80.38359833;5
HTV;Huntsville, TX;Huntsville Regional Airport;30.7469005585;-95.5871963501;363
HUA;Redstone Arsnl Huntsville, AL;Redstone Army Air Field;34.67869949;-86.68479919;684
HUF;Terre Haute, IN;Terre Haute Regional Airport, Hulman Field;39.4515;-87.307602;589
HUL;Houlton, ME;Houlton International Airport;46.1231002808;-67.792098999;489
HUT;Hutchinson, KS;Hutchinson Municipal Airport;38.0654983521;-97.8606033325;1543
HVN;New Haven, CT;Tweed New Haven Airport;41.26369858;-72.88680267;12
HVR;Havre, MT;Havre City County Airport;48.542999;-109.762001;2591
HYA;Hyannis, MA;Barnstable Municipal Boardman Polando Field;41.66930008;-70.28040314;54
HYR;Hayward, WI;Sawyer County Airport;46.0251998901;-91.4442977905;1216
HYS;Hays, KS;Hays Regional Airport;38.84220123;-99.27320099;1999
IAB;Wichita, KS;Mc Connell Air Force Base;37.62189865;-97.26820374;1371
IAG;Niagara Falls, NY;Niagara Falls International Airport;43.1073;-78.946198;589
IAN;Kiana, AK;Bob Baker Memorial Airport;66.9759979248;-160.43699646;166
ICT;Wichita, KS;Wichita Eisenhower National Airport;37.649899;-97.433098;1333
IDA;Idaho Falls, ID;Idaho Falls Regional Airport;43.514599;-112.070999;4744
IKK;Kankakee, IL;Greater Kankakee Airport;41.0713996887;-87.8462982178;630
ILG;Wilmington, DE;New Castle Airport;39.67869949;-75.60649872;80
ILI;Iliamna, AK;Iliamna Airport;59.75439835;-154.9109955;192
ILM;Wilmington, NC;Wilmington International Airport;34.2705993652;-77.9026031494;32
ILN;Wilmington, OH;Wilmington Airpark;39.427898407;-83.792098999;1077
INK;Wink, TX;Winkler County Airport;31.7796001434;-103.200996399;2822
INL;International Falls, MN;Falls International Airport;48.5662002563;-93.4030990601;1185
INT;Winston Salem, NC;Smith Reynolds Airport;36.1337013245;-80.2220001221;969
INW;Winslow, AZ;Winslow Lindbergh Regional Airport;35.021900177;-110.722999573;4941
IPL;Imperial, CA;Imperial County Airport;32.8342018127;-115.57900238;-54
IPT;Williamsport, PA;Williamsport Regional Airport;41.2417984009;-76.9210968018;529
IRK;Kirksville, MO;Kirksville Regional Airport;40.09349823;-92.5448989868;966
ISM;Orlando, FL;Kissimmee Gateway Airport;28.2898006439;-81.4371032715;82
ISO;Kinston, NC;Kinston Regional Jetport At Stallings Field;35.331401825;-77.6088027954;93
ISP;Islip, NY;Long Island Mac Arthur Airport;40.79520035;-73.10019684;99
ITH;Ithaca, NY;Ithaca Tompkins Regional Airport;42.4910011292;-76.4583969116;1099
ITO;Hilo, HI;Hilo International Airport;19.7213993073;-155.0480041504;38
JAC;Jackson, WY;Jackson Hole Airport;43.6072998047;-110.7379989624;6451
JBR;Jonesboro, AR;Jonesboro Municipal Airport;35.8316993713;-90.6464004517;262
JCT;Junction, TX;Kimble County Airport;30.5112991333;-99.7634963989;1749
JFN;Ashtabula, OH;Northeast Ohio Regional Airport;41.778;-80.695503;924
JHM;Lahaina, HI;Kapalua Airport;20.9629001617;-156.6730041504;256
JHW;Jamestown, NY;Chautauqua County-Jamestown Airport;42.15340042;-79.25800323;1723
JMS;Jamestown, ND;Jamestown Regional Airport;46.92969894;-98.67819977;1500
JNU;Juneau, AK;Juneau International Airport;58.3549995422;-134.5760040283;21
JRF;Kapolei, HI;Kalaeloa Airport;21.3074;-158.070009;30
JST;Johnstown, PA;John Murtha Johnstown Cambria County Airport;40.3161010742;-78.8339004517;2284
JXN;Jackson, MI;Jackson County Reynolds Field;42.2597999573;-84.4593963623;1001
KLS;Kelso, WA;Southwest Washington Regional Airport;46.1180000305;-122.898002625;20
KLW;Klawock, AK;Klawock Airport;55.5792007446;-133.076004028;80
KOA;Kailua-Kona, HI;Ellison Onizuka Kona International Airport at Keahole;19.738783;-156.045603;47
KPC;Port Clarence, AK;Port Clarence Coast Guard Station;65.2537002563;-166.85899353;10
KSM;St Mary's, AK;St Mary's Airport;62.0605011;-163.302002;312
KTN;Ketchikan, AK;Ketchikan International Airport;55.35559845;-131.7140045;89
KVL;Kivalina, AK;Kivalina Airport;67.7361984253;-164.56300354;13
LAF;Lafayette, IN;Purdue University Airport;40.4123001099;-86.9368972778;606
LAL;Lakeland, FL;Lakeland Linder International Airport;27.988899;-82.018602;142
LAN;Lansing, MI;Capital City Airport;42.7787017822;-84.5874023438;861
LAR;Laramie, WY;Laramie Regional Airport;41.3120994568;-105.6750030518;7284
LAW;Lawton, OK;Lawton Fort Sill Regional Airport;34.5676994324;-98.4166030884;1110
LBE;Latrobe, PA;Arnold Palmer Regional Airport;40.27590179;-79.40480042;1199
LBF;North Platte, NE;North Platte Regional Airport Lee Bird Field;41.12620163;-100.6839981;2777
LBL;Liberal, KS;Liberal Mid-America Regional Airport;37.0442009;-100.9599991;2885
LBT;Lumberton, NC;Lumberton Regional Airport;34.6099014282;-79.0594024658;126
LCH;Lake Charles, LA;Lake Charles Regional Airport;30.1261005402;-93.2232971191;15
LCK;Columbus, OH;Rickenbacker International Airport;39.813801;-82.927803;744
LEB;Lebanon, NH;Lebanon Municipal Airport;43.6260986328;-72.3041992188;603
LEE;Leesburg, FL;Leesburg International Airport;28.82309914;-81.80870056;76
LFK;Lufkin, TX;Angelina County Airport;31.2339992523;-94.75;296
LGB;Long Beach, CA;Long Beach Airport (Daugherty Field);33.817699;-118.152;60
LGU;Logan, UT;Logan-Cache Airport;41.7911987305;-111.851997375;4457
LIH;Lihue, HI;Lihue Airport;21.9759998322;-159.3390045166;153
LJN;Angleton, TX;Texas Gulf Coast Regional Airport;29.108601;-95.462097;25
LMT;Klamath Falls, OR;Crater Lake-Klamath Regional Airport;42.156101;-121.733002;4095
LND;Lander, WY;Hunt Field;42.8152008057;-108.730003357;5586
LNK;Lincoln, NE;Lincoln Airport;40.8510017395;-96.7592010498;1219
LNS;Lancaster, PA;Lancaster Airport;40.1217002869;-76.2960968018;403
LNY;Lanai City, HI;Lanai Airport;20.7856006622;-156.9510040283;1308
LOL;Lovelock, NV;Derby Field;40.0663986206;-118.565002441;3904
LOU;Louisville, KY;Bowman Field;38.2280006409;-85.6636962891;546
LOZ;London, KY;London-Corbin Airport/Magee Field;37.0821990967;-84.0848999023;1212
LRD;Laredo, TX;Laredo International Airport;27.543800354;-99.4616012573;508
LRF;Jacksonville, AR;Little Rock Air Force Base;34.9169006348;-92.1496963501;311
LRU;Las Cruces, NM;Las Cruces International Airport;32.2893981934;-106.9219970703;4456
LSE;La Crosse, WI;La Crosse Municipal Airport;43.879002;-91.256699;655
LSF;Fort Benning(Columbus), GA;Lawson Army Air Field (Fort Benning);32.3372993469;-84.9913024902;232
LSV;Las Vegas, NV;Nellis Air Force Base;36.2361984253;-115.033996582;1870
LTS;Altus, OK;Altus Air Force Base;34.667099;-99.266701;1382
LUK;Cincinnati, OH;Cincinnati Municipal Airport Lunken Field;39.10329819;-84.41860199;483
LUR;Cape Lisburne, AK;Cape Lisburne LRRS Airport;68.87509918;-166.1100006;16
LVM;Livingston, MT;Mission Field;45.6994018555;-110.447998047;4660
LVS;Las Vegas, NM;Las Vegas Municipal Airport;35.6542015076;-105.141998291;6877
LWB;Lewisburg, WV;Greenbrier Valley Airport;37.8582992554;-80.3994979858;2302
LWM;Lawrence, MA;Lawrence Municipal Airport;42.7172012329;-71.1233978271;148
LWS;Lewiston, ID;Lewiston Nez Perce County Airport;46.3745002747;-117.0149993896;1442
LWT;Lewistown, MT;Lewistown Municipal Airport;47.0493011475;-109.4670028687;4170
LYH;Lynchburg, VA;Lynchburg Regional Preston Glenn Field;37.3266983032;-79.2004013062;938
LYU;Ely, MN;Ely Municipal Airport;47.82450104;-91.83070374;1456
MAF;Midland, TX;Midland International Airport;31.9424991608;-102.202003479;2871
MBG;Mobridge, SD;Mobridge Municipal Airport;45.54650116;-100.4079971;1716
MCB;McComb, MS;McComb-Pike County Airport / John E Lewis Field;31.178499;-90.471901;413
MCC;Sacramento, CA;Mc Clellan Airfield;38.66759872;-121.401001;77
MCE;Merced, CA;Merced Regional Macready Field;37.28469849;-120.5139999;155
MCG;McGrath, AK;McGrath Airport;62.95289993;-155.6060028;341
MCK;Mc Cook, NE;Mc Cook Ben Nelson Regional Airport;40.20629883;-100.5920029;2583
MCN;Macon, GA;Middle Georgia Regional Airport;32.6927986145;-83.6492004395;354
MCW;Mason City, IA;Mason City Municipal Airport;43.1577987671;-93.3312988281;1213
MDH;Carbondale/Murphysboro, IL;Southern Illinois Airport;37.7780990601;-89.2519989014;411
MDT;Harrisburg, PA;Harrisburg International Airport;40.1935005188;-76.7633972168;310
MEI;Meridian, MS;Key Field / Meridian Regional Airport;32.3326;-88.7519;297
MER;Merced, CA;Castle Airport;37.38050079;-120.5680008;191
MFD;Mansfield, OH;Mansfield Lahm Regional Airport;40.8213996887;-82.5166015625;1297
MFE;McAllen, TX;McAllen Miller International Airport;26.176141;-98.237965;107
MFR;Medford, OR;Rogue Valley International Medford Airport;42.3741989136;-122.8730010986;1335
MGW;Morgantown, WV;Morgantown Municipal Walter L. Bill Hart Field;39.64289856;-79.91629791;1248
MHK;Manhattan, KS;Manhattan Regional Airport;39.1409988403;-96.6707992554;1057
MHR;Sacramento, CA;Sacramento Mather Airport;38.553902;-121.297997;98
MHT;Manchester, NH;Manchester-Boston Regional Airport;42.932598;-71.435699;266
MIB;Minot, ND;Minot Air Force Base;48.4156;-101.358002;1667
MIE;Muncie, IN;Delaware County Johnson Field;40.2422981262;-85.3958969116;937
MIV;Millville, NJ;Millville Municipal Airport;39.367802;-75.072197;85
MKC;Kansas City, MO;Charles B. Wheeler Downtown Airport;39.1231994629;-94.5927963257;759
MKG;Muskegon, MI;Muskegon County Airport;43.169498;-86.238197;629
MKK;Kaunakakai, HI;Molokai Airport;21.1529006958;-157.095993042;454
MKL;Jackson, TN;McKellar-Sipes Regional Airport;35.599899;-88.915604;434
MLB;Melbourne, FL;Melbourne Orlando International Airport;28.1028;-80.645302;33
MLC;Mc Alester, OK;Mc Alester Regional Airport;34.882401;-95.783501;770
MLL;Marshall, AK;Marshall Don Hunter Sr Airport;61.8642997742;-162.026000977;103
MLS;Miles City, MT;Frank Wiley Field;46.4280014038;-105.8860015869;2630
MMT;Eastover, SC;Mc Entire Joint National Guard Base;33.92079926;-80.80130005;254
MMU;Morristown, NJ;Morristown Municipal Airport;40.7994003296;-74.4149017334;187
MOD;Modesto, CA;Modesto City Co-Harry Sham Field;37.625801;-120.954002;97
MOT;Minot, ND;Minot International Airport;48.2593994141;-101.2799987793;1716
MPV;Barre/Montpelier, VT;Edward F Knapp State Airport;44.20349884;-72.56230164;1166
MQT;Marquette, MI;Sawyer International Airport;46.3535995483;-87.395401001;1221
MQY;Smyrna, TN;Smyrna Airport;36.0089988708;-86.5201034546;543
MRB;Martinsburg, WV;Eastern WV Regional Airport/Shepherd Field;39.40190125;-77.98459625;565
MRI;Anchorage, AK;Merrill Field;61.2135009766;-149.8439941406;137
MRY;Monterey, CA;Monterey Peninsula Airport;36.5870018005;-121.8430023193;257
MSL;Muscle Shoals, AL;Northwest Alabama Regional Airport;34.74530029;-87.61019897;551
MSN;Madison, WI;Dane County Regional Truax Field;43.1399;-89.337502;887
MSO;Missoula, MT;Missoula International Airport;46.91630173;-114.0910034;3206
MSS;Massena, NY;Massena International Richards Field;44.935798645;-74.8455963135;215
MTC;Mount Clemens, MI;Selfridge Air National Guard Base Airport;42.613463;-82.836919;580
MTH;Marathon, FL;The Florida Keys Marathon Airport;24.726101;-81.051399;5
MTJ;Montrose, CO;Montrose Regional Airport;38.5097999573;-107.893997192;5759
MTN;Baltimore, MD;Martin State Airport;39.325699;-76.413803;21
MUE;Waimea (Kamuela), HI;Waimea Kohala Airport;20.001301;-155.667999;2671
MUI;Fort Indiantown Gap(Annville), PA;Muir Army Air Field (Fort Indiantown Gap) Airport;40.434799;-76.569397;488
MWH;Moses Lake, WA;Grant County International Airport;47.20769882;-119.3199997;1189
MXF;Montgomery, AL;Maxwell Air Force Base;32.3829;-86.365799;171
MYL;McCall, ID;McCall Municipal Airport;44.88970184;-116.1009979;5024
MYR;Myrtle Beach, SC;Myrtle Beach International Airport;33.6796989441;-78.9282989502;25
MYU;Mekoryuk, AK;Mekoryuk Airport;60.3713989258;-166.2709960938;48
MYV;Marysville, CA;Yuba County Airport;39.09780121;-121.5699997;64
NBG;New Orleans, LA;New Orleans NAS JRB/Alvin Callender Field;29.82530022;-90.03500366;2
NCO;North Kingstown, RI;Quonset State Airport;41.5970993042;-71.4121017456;18
NEL;Lakehurst, NJ;Lakehurst Maxfield Field Airport;40.03329849;-74.353302;101
NEW;New Orleans, LA;Lakefront Airport;30.0424003601;-90.0282974243;8
NFL;Fallon, NV;Fallon Naval Air Station;39.41659927;-118.7009964;3934
NGF;Kaneohe, HI;Kaneohe Bay MCAS (Marion E. Carl Field) Airport;21.4505004883;-157.768005371;24
NGU;Norfolk, VA;Norfolk Naval Station (Chambers Field);36.937599;-76.289299;17
NHK;Patuxent River, MD;Patuxent River Naval Air Station (Trapnell Field);38.285999;-76.411797;39
NHZ;Brunswick, ME;Brunswick Executive Airport;43.89220047;-69.93859863;72
NIP;Jacksonville, FL;Jacksonville Naval Air Station (Towers Field);30.2358;-81.680603;21
NJK;El Centro, CA;El Centro NAF Airport (Vraciu Field);32.829201;-115.671996;-42
NKX;San Diego, CA;Miramar Marine Corps Air Station - Mitscher Field;32.86840057;-117.1429977;477
NLC;Lemoore, CA;Lemoore Naval Air Station (Reeves Field) Airport;36.33300018;-119.9520035;232
NPA;Pensacola, FL;Naval Air Station Pensacola Forrest Sherman Field;30.352699;-87.318604;28
NQA;Millington, TN;Millington-Memphis Airport;35.356701;-89.8703;320
NQI;Kingsville, TX;Kingsville Naval Air Station;27.5072002411;-97.8097000122;50
NQX;Key West, FL;Naval Air Station Key West/Boca Chica Field;24.57579994;-81.68890381;6
NRB;Mayport, FL;Naval Station Mayport (Admiral David L. Mcdonald Field);30.39109993;-81.42469788;15
NSE;Milton, FL;Whiting Field Naval Air Station - North;30.7241993;-87.02189636;199
NTD;Point Mugu, CA;Point Mugu Naval Air Station (Naval Base Ventura Co);34.120300293;-119.121002197;13
NTU;Virginia Beach, VA;Oceana Naval Air Station;36.820702;-76.033501;23
NUI;Nuiqsut, AK;Nuiqsut Airport;70.209999;-151.005998;38
NUQ;Mountain View, CA;Moffett Federal Airfield;37.4161;-122.049004;32
NUW;Oak Harbor, WA;Whidbey Island Naval Air Station (Ault Field);48.351799;-122.655998;47
NZY;San Diego, CA;North Island Naval Air Station-Halsey Field;32.69919968;-117.2149963;26
OAJ;Richlands, NC;Albert J Ellis Airport;34.829201;-77.612099;94
OFF;Omaha, NE;Offutt Air Force Base;41.1183013916;-95.9124984741;1052
OFK;Norfolk, NE;Karl Stefan Memorial Airport;41.9855003357;-97.4350967407;1573
OGB;Orangeburg, SC;Orangeburg Municipal Airport;33.4567985535;-80.8594970703;195
OGD;Ogden, UT;Ogden Hinckley Airport;41.1958999634;-112.0120010376;4473
OGG;Kahului, HI;Kahului Airport;20.8986;-156.429993;54
OLF;Wolf Point, MT;L M Clayton Airport;48.0945014954;-105.574996948;1986
OLM;Olympia, WA;Olympia Regional Airport;46.9693985;-122.9029999;209
OLS;Nogales, AZ;Nogales International Airport;31.4177;-110.848;3955
OME;Nome, AK;Nome Airport;64.5121994019;-165.4450073242;37
ONP;Newport, OR;Newport Municipal Airport;44.580399;-124.057999;160
OPF;Miami, FL;Miami-Opa Locka Executive Airport;25.907;-80.278397;8
ORH;Worcester, MA;Worcester Regional Airport;42.2673;-71.875702;1009
ORT;Northway, AK;Northway Airport;62.9612999;-141.9290009;1715
OSH;Oshkosh, WI;Wittman Regional Airport;43.9844017029;-88.5569992065;808
OSU;Columbus, OH;The Ohio State University Airport - Don Scott Field;40.0798;-83.072998;905
OTH;North Bend, OR;Southwest Oregon Regional Airport;43.417098999;-124.2460021973;17
OTM;Ottumwa, IA;Ottumwa Regional Airport;41.106368;-92.449837;845
OTZ;Kotzebue, AK;Ralph Wien Memorial Airport;66.88469696;-162.598999;14
OWB;Owensboro, KY;Owensboro Daviess County Airport;37.74010086;-87.16680145;407
OWD;Norwood, MA;Norwood Memorial Airport;42.1904983521;-71.1728973389;49
OXR;Oxnard, CA;Oxnard Airport;34.2008018494;-119.2070007324;45
OZR;Fort Rucker/Ozark, AL;Cairns AAF (Fort Rucker) Air Field;31.27569962;-85.71340179;301
PAE;Everett, WA;Snohomish County (Paine Field) Airport;47.9063;-122.281998;606
PAH;Paducah, KY;Barkley Regional Airport;37.060798645;-88.7738037109;410
PAQ;Palmer, AK;"Warren ""Bud"" Woods Palmer Municipal Airport";61.594898;-149.08901;242
PBF;Pine Bluff, AR;Pine Bluff Regional Airport, Grider Field;34.1731;-91.9356;206
PBG;Plattsburgh, NY;Plattsburgh International Airport;44.6509017944;-73.4681015015;234
PDK;Atlanta, GA;DeKalb Peachtree Airport;33.8755989075;-84.3020019531;1003
PDT;Pendleton, OR;Eastern Oregon Regional At Pendleton Airport;45.695098877;-118.841003418;1497
PGA;Page, AZ;Page Municipal Airport;36.92610168;-111.447998;4316
PGV;Greenville, NC;Pitt Greenville Airport;35.6352005;-77.38529968;26
PIB;Hattiesburg/Laurel, MS;Hattiesburg Laurel Regional Airport;31.4671001434;-89.337097168;298
PIE;St Petersburg-Clearwater, FL;St Petersburg Clearwater International Airport;27.91020012;-82.68740082;11
PIH;Pocatello, ID;Pocatello Regional Airport;42.9098014832;-112.5960006714;4452
PIR;Pierre, SD;Pierre Regional Airport;44.38270187;-100.2860031;1744
PIZ;Point Lay, AK;Point Lay LRRS Airport;69.73290253;-163.0050049;22
PKB;Parkersburg, WV;Mid Ohio Valley Regional Airport;39.3451004028;-81.439201355;858
PLN;Pellston, MI;Pellston Regional Airport of Emmet County Airport;45.57089996;-84.79669952;721
PMD;Palmdale, CA;Palmdale Regional Airport / USAF Plant 42 Airport;34.629398;-118.084999;2543
PNC;Ponca City, OK;Ponca City Regional Airport;36.73199844;-97.09980011;1008
PNE;Philadelphia, PA;Northeast Philadelphia Airport;40.081902;-75.010597;120
PNS;Pensacola, FL;Pensacola International Airport;30.4734;-87.1866;121
POB;Fayetteville, NC;Pope Field;35.1708984375;-79.014503479;217
POE;Fort Polk, LA;Polk Army Air Field;31.0447998;-93.1917038;330
POU;Poughkeepsie, NY;Dutchess County Airport;41.6265983582;-73.8842010498;165
PQI;Presque Isle, ME;Presque Isle International Airport;46.688999;-68.0448;534
PRB;Paso Robles, CA;Paso Robles Municipal Airport;35.67290115;-120.6269989;840
PRX;Paris, TX;Cox Field;33.6366004944;-95.4507980347;547
PSC;Pasco, WA;Tri Cities Airport;46.2647018433;-119.1190032959;410
PSG;Petersburg, AK;Petersburg James A Johnson Airport;56.80170059;-132.9450073;111
PSM;Portsmouth, NH;Portsmouth International at Pease Airport;43.0778999329;-70.8233032227;100
PSP;Palm Springs, CA;Palm Springs International Airport;33.8297;-116.507004;477
PTH;Port Heiden, AK;Port Heiden Airport;56.959359;-158.62106;95
PTK;Pontiac, MI;Oakland County International Airport;42.6655006409;-83.4200973511;980
PTU;Platinum, AK;Platinum Airport;59.0113983154;-161.8200073242;15
PUB;Pueblo, CO;Pueblo Memorial Airport;38.289101;-104.497002;4726
PUW;Pullman/Moscow, WA;Pullman Moscow Regional Airport;46.7439;-117.110001;2556
PVU;Provo, UT;Provo-Utah Lake International Airport;40.2192;-111.723;4497
PWK;Chicago/Prospect Heights/Wheeling, IL;Chicago Executive Airport;42.114222;-87.901494;647
PWT;Bremerton, WA;Bremerton National Airport;47.4902000427;-122.7649993897;444
PWY;Pinedale, WY;Ralph Wenz Field;42.79550171;-109.8069992;7102
RAL;Riverside, CA;Riverside Municipal Airport;33.9519;-117.445;819
RAP;Rapid City, SD;Rapid City Regional Airport;44.04529953;-103.0569992065;3204
RBL;Red Bluff, CA;Red Bluff Municipal Airport;40.1506996155;-122.251998901;352
RBY;Ruby, AK;Ruby Airport;64.72720337;-155.4700012;658
RCA;Rapid City, SD;Ellsworth Air Force Base;44.14500046;-103.1039963;3276
RDD;Redding, CA;Redding Municipal Airport;40.50899887;-122.2929993;505
RDG;Reading, PA;Reading Regional Airport (Carl A Spaatz Field);40.378502;-75.965202;344
RDM;Redmond, OR;Roberts Field;44.2541008;-121.1500015;3080
RDR;Grand Forks, ND;Grand Forks Air Force Base;47.961101532;-97.4011993408;913
RHI;Rhinelander, WI;Rhinelander Oneida County Airport;45.6311988831;-89.4674987793;1624
RIL;Rifle, CO;Garfield County Regional Airport;39.526299;-107.726997;5548
RIV;Riverside, CA;March Air Reserve Base;33.880699;-117.259003;1536
RIW;Riverton, WY;Riverton Regional Airport;43.064201355;-108.459999084;5525
RKS;Rock Springs, WY;Southwest Wyoming Regional Airport;41.5942;-109.065001;6764
RME;Rome, NY;Griffiss International Airport;43.23379898;-75.40699768;504
RMG;Rome, GA;Richard B Russell Airport;34.3506011963;-85.1579971313;644
ROC;Rochester, NY;Greater Rochester International Airport;43.1189;-77.672401;559
ROW;Roswell, NM;Roswell Air Center Airport;33.301601;-104.530998;3671
RSL;Russell, KS;Russell Municipal Airport;38.8721008301;-98.8117980957;1862
RUI;Ruidoso, NM;Sierra Blanca Regional Airport;33.4627990723;-105.5350036621;6814
RUT;Rutland, VT;Rutland - Southern Vermont Regional Airport;43.52939987;-72.94960022;787
RVS;Tulsa, OK;Richard Lloyd Jones Jr Airport;36.0396003723;-95.9845962524;638
RWF;Redwood Falls, MN;Redwood Falls Municipal Airport;44.54719925;-95.08229828;1024
RWI;Rocky Mount, NC;Rocky Mount Wilson Regional Airport;35.856300354;-77.8918991089;159
RWL;Rawlins, WY;Rawlins Municipal Airport/Harvey Field;41.80559921;-107.1999969;6813
SAC;Sacramento, CA;Sacramento Executive Airport;38.5125007629;-121.492996216;24
SAF;Santa Fe, NM;Santa Fe Municipal Airport;35.617099762;-106.088996887;6348
SBA;Santa Barbara, CA;Santa Barbara Municipal Airport;34.42620087;-119.8399963;13
SBD;San Bernardino, CA;San Bernardino International Airport;34.095402;-117.235001;1159
SBN;South Bend, IN;South Bend Regional Airport;41.708698;-86.317299;799
SBP;San Luis Obispo, CA;San Luis County Regional Airport;35.2368011475;-120.641998291;212
SBY;Salisbury, MD;Salisbury Ocean City Wicomico Regional Airport;38.3404998779;-75.5102996826;52
SCC;Deadhorse, AK;Deadhorse Airport;70.19470215;-148.4649963;65
SCE;State College, PA;University Park Airport;40.8493003845;-77.8487014771;1239
SCH;Schenectady, NY;Schenectady County Airport;42.8525009155;-73.9289016724;378
SCK;Stockton, CA;Stockton Metropolitan Airport;37.8941993713;-121.2379989624;33
SCM;Scammon Bay, AK;Scammon Bay Airport;61.8452987671;-165.570999146;14
SDM;San Diego, CA;Brown Field Municipal Airport;32.5722999573;-116.9800033569;526
SDP;Sand Point, AK;Sand Point Airport;55.3149986267;-160.5229949951;21
SDY;Sidney, MT;Sidney - Richland Regional Airport;47.706902;-104.193001;1985
SFF;Spokane, WA;Felts Field;47.682800293;-117.3229980469;1953
SGH;Springfield, OH;Springfield-Beckley Municipal Airport;39.8403015137;-83.8402023315;1051
SGR;Houston, TX;Sugar Land Regional Airport;29.6222991943;-95.65650177;82
SHH;Shishmaref, AK;Shishmaref Airport;66.249604;-166.089112;12
SHR;Sheridan, WY;Sheridan County Airport;44.7691993713;-106.9800033569;4021
